"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 26, 2018","5,349.18","5,349.18","5,349.18","5,349.18","-","0.93%"
"Dec 24, 2018","5,300.09","5,300.09","5,300.09","5,300.09","-","0.35%"
"Dec 23, 2018","5,281.77","5,281.77","5,281.77","5,281.77","-","0.31%"
"Dec 20, 2018","5,265.31","5,265.31","5,265.31","5,265.31","-","0.43%"
"Dec 19, 2018","5,242.56","5,242.56","5,242.56","5,242.56","-","0.17%"
"Dec 18, 2018","5,233.59","5,233.59","5,233.59","5,233.59","-","0.30%"
"Dec 17, 2018","5,218.01","5,218.01","5,218.01","5,218.01","-","-0.63%"
"Dec 13, 2018","5,251.01","5,251.01","5,251.01","5,251.01","-","-0.28%"
"Dec 12, 2018","5,265.84","5,265.84","5,265.84","5,265.84","-","-0.19%"
"Dec 11, 2018","5,275.76","5,275.76","5,275.76","5,275.76","-","-0.38%"
"Dec 10, 2018","5,295.69","5,295.69","5,295.69","5,295.69","-","-0.20%"
"Dec 09, 2018","5,306.22","5,306.22","5,306.22","5,306.22","-","-0.50%"
"Dec 06, 2018","5,332.80","5,332.80","5,332.80","5,332.80","-","-0.53%"
"Dec 05, 2018","5,361.11","5,361.11","5,361.11","5,361.11","-","0.29%"
"Dec 04, 2018","5,345.42","5,345.42","5,345.42","5,345.42","-","0.92%"
"Dec 03, 2018","5,296.55","5,296.55","5,296.55","5,296.55","-","0.11%"
"Dec 02, 2018","5,290.76","5,290.76","5,290.76","5,290.76","-","0.18%"
"Nov 29, 2018","5,281.25","5,281.25","5,281.25","5,281.25","-","-0.10%"
"Nov 28, 2018","5,286.72","5,286.72","5,286.72","5,286.72","-","-0.03%"
"Nov 27, 2018","5,288.54","5,288.54","5,288.54","5,288.54","-","0.18%"
"Nov 26, 2018","5,279.25","5,279.25","5,279.25","5,279.25","-","0.06%"
"Nov 25, 2018","5,276.24","5,276.24","5,276.24","5,276.24","-","-0.56%"
"Nov 22, 2018","5,305.95","5,305.95","5,305.95","5,305.95","-","0.13%"
"Nov 20, 2018","5,298.83","5,298.83","5,298.83","5,298.83","-","0.79%"
"Nov 19, 2018","5,257.10","5,257.10","5,257.10","5,257.10","-","0.02%"
"Nov 18, 2018","5,256.06","5,256.06","5,256.06","5,256.06","-","0.22%"
"Nov 15, 2018","5,244.62","5,244.62","5,244.62","5,244.62","-","-0.02%"
"Nov 14, 2018","5,245.58","5,245.58","5,245.58","5,245.58","-","-0.25%"
"Nov 13, 2018","5,258.58","5,258.58","5,258.58","5,258.58","-","0.37%"
"Nov 12, 2018","5,239.06","5,239.06","5,239.06","5,239.06","-","-0.76%"
"Nov 11, 2018","5,278.97","5,278.97","5,278.97","5,278.97","-","0.38%"
"Nov 08, 2018","5,259.11","5,259.11","5,259.11","5,259.11","-","0.32%"
"Nov 07, 2018","5,242.21","5,242.21","5,242.21","5,242.21","-","0.73%"
"Nov 06, 2018","5,204.35","5,204.35","5,204.35","5,204.35","-","-0.39%"
"Nov 05, 2018","5,224.94","5,224.94","5,224.94","5,224.94","-","-0.27%"
"Nov 04, 2018","5,238.98","5,238.98","5,238.98","5,238.98","-","-0.37%"
"Nov 01, 2018","5,258.47","5,258.47","5,258.47","5,258.47","-","-0.49%"
"Oct 31, 2018","5,284.12","5,284.12","5,284.12","5,284.12","-","-0.28%"
"Oct 30, 2018","5,299.07","5,299.07","5,299.07","5,299.07","-","1.00%"
"Oct 29, 2018","5,246.51","5,246.51","5,246.51","5,246.51","-","0.66%"
"Oct 28, 2018","5,212.23","5,212.23","5,212.23","5,212.23","-","-1.32%"
"Oct 25, 2018","5,282.04","5,282.04","5,282.04","5,282.04","-","0.11%"
"Oct 24, 2018","5,276.33","5,276.33","5,276.33","5,276.33","-","0.45%"
"Oct 23, 2018","5,252.67","5,252.67","5,252.67","5,252.67","-","0.01%"
"Oct 22, 2018","5,251.95","5,251.95","5,251.95","5,251.95","-","-1.49%"
"Oct 21, 2018","5,331.16","5,331.16","5,331.16","5,331.16","-","-0.94%"
"Oct 18, 2018","5,381.51","5,381.51","5,381.51","5,381.51","-","0.01%"
"Oct 17, 2018","5,380.78","5,380.78","5,380.78","5,380.78","-","-0.35%"
"Oct 16, 2018","5,399.88","5,399.88","5,399.88","5,399.88","-","0.29%"
"Oct 15, 2018","5,384.41","5,384.41","5,384.41","5,384.41","-","-1.14%"
"Oct 14, 2018","5,446.40","5,446.40","5,446.40","5,446.40","-","0.21%"
"Oct 11, 2018","5,435.01","5,435.01","5,435.01","5,435.01","-","-0.02%"
"Oct 10, 2018","5,436.15","5,436.15","5,436.15","5,436.15","-","-0.36%"
"Oct 09, 2018","5,455.81","5,455.81","5,455.81","5,455.81","-","0.27%"
"Oct 08, 2018","5,440.94","5,440.94","5,440.94","5,440.94","-","0.56%"
"Oct 07, 2018","5,410.81","5,410.81","5,410.81","5,410.81","-","-0.14%"
"Oct 04, 2018","5,418.27","5,418.27","5,418.27","5,418.27","-","-0.08%"
"Oct 03, 2018","5,422.65","5,422.65","5,422.65","5,422.65","-","0.78%"
"Oct 02, 2018","5,380.93","5,380.93","5,380.93","5,380.93","-","0.21%"
"Oct 01, 2018","5,369.91","5,369.91","5,369.91","5,369.91","-","0.02%"
"Sep 30, 2018","5,368.95","5,368.95","5,368.95","5,368.95","-","0.49%"
"Sep 27, 2018","5,342.88","5,342.88","5,342.88","5,342.88","-","-0.89%"
"Sep 26, 2018","5,390.85","5,390.85","5,390.85","5,390.85","-","0.07%"
"Sep 25, 2018","5,386.88","5,386.88","5,386.88","5,386.88","-","0.55%"
"Sep 24, 2018","5,357.54","5,357.54","5,357.54","5,357.54","-","-1.07%"
"Sep 23, 2018","5,415.24","5,415.24","5,415.24","5,415.24","-","-0.95%"
"Sep 20, 2018","5,467.05","5,467.05","5,467.05","5,467.05","-","-0.90%"
"Sep 19, 2018","5,516.50","5,516.50","5,516.50","5,516.50","-","0.80%"
"Sep 18, 2018","5,472.60","5,472.60","5,472.60","5,472.60","-","0.53%"
"Sep 17, 2018","5,443.80","5,443.80","5,443.80","5,443.80","-","-0.37%"
"Sep 16, 2018","5,464.17","5,464.17","5,464.17","5,464.17","-","-0.66%"
"Sep 13, 2018","5,500.61","5,500.61","5,500.61","5,500.61","-","-0.51%"
"Sep 12, 2018","5,528.85","5,528.85","5,528.85","5,528.85","-","-0.27%"
"Sep 11, 2018","5,543.93","5,543.93","5,543.93","5,543.93","-","0.07%"
"Sep 10, 2018","5,540.11","5,540.11","5,540.11","5,540.11","-","-0.17%"
"Sep 09, 2018","5,549.78","5,549.78","5,549.78","5,549.78","-","-0.44%"
"Sep 06, 2018","5,574.24","5,574.24","5,574.24","5,574.24","-","0.22%"
"Sep 05, 2018","5,562.23","5,562.23","5,562.23","5,562.23","-","0.17%"
"Sep 04, 2018","5,552.80","5,552.80","5,552.80","5,552.80","-","-0.67%"
"Sep 03, 2018","5,590.42","5,590.42","5,590.42","5,590.42","-","-0.18%"
"Aug 30, 2018","5,600.64","5,600.64","5,600.64","5,600.64","-","-0.18%"
"Aug 29, 2018","5,610.79","5,610.79","5,610.79","5,610.79","-","-0.15%"
"Aug 28, 2018","5,619.41","5,619.41","5,619.41","5,619.41","-","0.62%"
"Aug 27, 2018","5,584.97","5,584.97","5,584.97","5,584.97","-","-0.21%"
"Aug 26, 2018","5,596.91","5,596.91","5,596.91","5,596.91","-","0.46%"
"Aug 20, 2018","5,571.19","5,571.19","5,571.19","5,571.19","-","0.59%"
"Aug 19, 2018","5,538.50","5,538.50","5,538.50","5,538.50","-","1.29%"
"Aug 16, 2018","5,467.74","5,467.74","5,467.74","5,467.74","-","1.10%"
"Aug 14, 2018","5,408.45","5,408.45","5,408.45","5,408.45","-","0.55%"
"Aug 13, 2018","5,378.72","5,378.72","5,378.72","5,378.72","-","-0.53%"
"Aug 12, 2018","5,407.18","5,407.18","5,407.18","5,407.18","-","0.00%"
"Aug 09, 2018","5,407.00","5,407.00","5,407.00","5,407.00","-","0.02%"
"Aug 08, 2018","5,405.95","5,405.95","5,405.95","5,405.95","-","0.45%"
"Aug 07, 2018","5,381.88","5,381.88","5,381.88","5,381.88","-","0.53%"
"Aug 06, 2018","5,353.41","5,353.41","5,353.41","5,353.41","-","-0.07%"
"Aug 05, 2018","5,357.02","5,357.02","5,357.02","5,357.02","-","-0.79%"
"Aug 02, 2018","5,399.79","5,399.79","5,399.79","5,399.79","-","0.96%"
"Aug 01, 2018","5,348.20","5,348.20","5,348.20","5,348.20","-","0.86%"
"Jul 31, 2018","5,302.63","5,302.63","5,302.63","5,302.63","-","0.75%"
"Jul 30, 2018","5,262.91","5,262.91","5,262.91","5,262.91","-","-0.32%"
"Jul 29, 2018","5,280.07","5,280.07","5,280.07","5,280.07","-","-0.47%"
"Jul 26, 2018","5,305.17","5,305.17","5,305.17","5,305.17","-","-0.27%"
"Jul 25, 2018","5,319.44","5,319.44","5,319.44","5,319.44","-","-0.30%"
"Jul 24, 2018","5,335.38","5,335.38","5,335.38","5,335.38","-","-0.24%"
"Jul 23, 2018","5,348.06","5,348.06","5,348.06","5,348.06","-","0.17%"
"Jul 22, 2018","5,339.18","5,339.18","5,339.18","5,339.18","-","0.03%"
"Jul 19, 2018","5,337.42","5,337.42","5,337.42","5,337.42","-","0.06%"
"Jul 18, 2018","5,334.18","5,334.18","5,334.18","5,334.18","-","0.16%"
"Jul 17, 2018","5,325.48","5,325.48","5,325.48","5,325.48","-","-0.27%"
"Jul 16, 2018","5,339.91","5,339.91","5,339.91","5,339.91","-","0.06%"
"Jul 15, 2018","5,336.74","5,336.74","5,336.74","5,336.74","-","-0.41%"
"Jul 12, 2018","5,358.90","5,358.90","5,358.90","5,358.90","-","-0.38%"
"Jul 11, 2018","5,379.24","5,379.24","5,379.24","5,379.24","-","0.15%"
"Jul 10, 2018","5,371.30","5,371.30","5,371.30","5,371.30","-","0.56%"
"Jul 09, 2018","5,341.27","5,341.27","5,341.27","5,341.27","-","-0.46%"
"Jul 08, 2018","5,366.02","5,366.02","5,366.02","5,366.02","-","0.07%"
"Jul 05, 2018","5,362.27","5,362.27","5,362.27","5,362.27","-","1.00%"
"Jul 04, 2018","5,309.11","5,309.11","5,309.11","5,309.11","-","0.68%"
"Jul 03, 2018","5,273.16","5,273.16","5,273.16","5,273.16","-","-0.93%"
"Jul 02, 2018","5,322.41","5,322.41","5,322.41","5,322.41","-","-1.54%"
"Jun 28, 2018","5,405.46","5,405.46","5,405.46","5,405.46","-","-0.43%"
"Jun 27, 2018","5,429.04","5,429.04","5,429.04","5,429.04","-","0.33%"
"Jun 26, 2018","5,411.27","5,411.27","5,411.27","5,411.27","-","-0.41%"
"Jun 25, 2018","5,433.78","5,433.78","5,433.78","5,433.78","-","-1.60%"
"Jun 24, 2018","5,521.99","5,521.99","5,521.99","5,521.99","-","1.47%"
"Jun 21, 2018","5,441.75","5,441.75","5,441.75","5,441.75","-","1.06%"
"Jun 20, 2018","5,384.87","5,384.87","5,384.87","5,384.87","-","0.75%"
"Jun 19, 2018","5,344.96","5,344.96","5,344.96","5,344.96","-","0.07%"
